musim,tahun,suhu_permukaan_laut_c,anomali_nino34_c,status_enso,diambil_pada_utc
DJF,1950,25.01,-1.32,La Nina moderat,2026-08-30T08:49:44.391354+00:00
JFM,1950,25.36,-1.2,La Nina moderat,2026-08-30T08:49:44.391379+00:00
FMA,1950,25.88,-1.12,La Nina moderat,2026-08-30T08:49:44.391389+00:00
MAM,1950,26.24,-1.08,La Nina moderat,2026-08-30T08:49:44.391395+00:00
AMJ,1950,26.35,-1.1,La Nina moderat,2026-08-30T08:49:44.391402+00:00
MJJ,1950,26.32,-0.9,La Nina lemah,2026-08-30T08:49:44.391409+00:00
JJA,1950,26.24,-0.62,La Nina lemah,2026-08-30T08:49:44.391420+00:00
JAS,1950,25.94,-0.57,La Nina lemah,2026-08-30T08:49:44.391428+00:00
ASO,1950,25.76,-0.56,La Nina lemah,2026-08-30T08:49:44.391434+00:00
SON,1950,25.6,-0.62,La Nina lemah,2026-08-30T08:49:44.391441+00:00
OND,1950,25.55,-0.66,La Nina lemah,2026-08-30T08:49:44.391448+00:00
NDJ,1950,25.41,-0.79,La Nina lemah,2026-08-30T08:49:44.391454+00:00
DJF,1951,25.67,-0.66,La Nina lemah,2026-08-30T08:49:44.391460+00:00
JFM,1951,26.2,-0.36,Netral,2026-08-30T08:49:44.391466+00:00
FMA,1951,26.96,-0.04,Netral,2026-08-30T08:49:44.391472+00:00
MAM,1951,27.48,0.16,Netral,2026-08-30T08:49:44.391478+00:00
AMJ,1951,27.72,0.27,Netral,2026-08-30T08:49:44.391484+00:00
MJJ,1951,27.72,0.5,El Nino lemah,2026-08-30T08:49:44.391496+00:00
JJA,1951,27.57,0.71,El Nino lemah,2026-08-30T08:49:44.391502+00:00
JAS,1951,27.41,0.9,El Nino lemah,2026-08-30T08:49:44.391508+00:00
ASO,1951,27.34,1.02,El Nino moderat,2026-08-30T08:49:44.391514+00:00
SON,1951,27.25,1.03,El Nino moderat,2026-08-30T08:49:44.391520+00:00
OND,1951,27.18,0.96,El Nino lemah,2026-08-30T08:49:44.391525+00:00
NDJ,1951,26.91,0.71,El Nino lemah,2026-08-30T08:49:44.391531+00:00
DJF,1952,26.86,0.52,El Nino lemah,2026-08-30T08:49:44.391541+00:00
JFM,1952,26.82,0.27,Netral,2026-08-30T08:49:44.391548+00:00
FMA,1952,27.33,0.33,Netral,2026-08-30T08:49:44.391554+00:00
MAM,1952,27.5,0.18,Netral,2026-08-30T08:49:44.391560+00:00
AMJ,1952,27.38,-0.07,Netral,2026-08-30T08:49:44.391566+00:00
MJJ,1952,26.78,-0.44,Netral,2026-08-30T08:49:44.391572+00:00
JJA,1952,26.41,-0.45,Netral,2026-08-30T08:49:44.391583+00:00
JAS,1952,26.31,-0.2,Netral,2026-08-30T08:49:44.391590+00:00
ASO,1952,26.35,0.03,Netral,2026-08-30T08:49:44.391602+00:00
SON,1952,26.26,0.04,Netral,2026-08-30T08:49:44.391608+00:00
OND,1952,26.11,-0.11,Netral,2026-08-30T08:49:44.391614+00:00
NDJ,1952,26.25,0.06,Netral,2026-08-30T08:49:44.391620+00:00
DJF,1953,26.58,0.25,Netral,2026-08-30T08:49:44.391630+00:00
JFM,1953,27.06,0.5,El Nino lemah,2026-08-30T08:49:44.391635+00:00
FMA,1953,27.48,0.48,Netral,2026-08-30T08:49:44.391642+00:00
MAM,1953,27.88,0.56,El Nino lemah,2026-08-30T08:49:44.391648+00:00
AMJ,1953,28.22,0.77,El Nino lemah,2026-08-30T08:49:44.391654+00:00
MJJ,1953,27.96,0.74,El Nino lemah,2026-08-30T08:49:44.391660+00:00
JJA,1953,27.49,0.63,El Nino lemah,2026-08-30T08:49:44.391666+00:00
JAS,1953,27.19,0.68,El Nino lemah,2026-08-30T08:49:44.391671+00:00
ASO,1953,26.91,0.59,El Nino lemah,2026-08-30T08:49:44.391677+00:00
SON,1953,27.0,0.78,El Nino lemah,2026-08-30T08:49:44.391685+00:00
OND,1953,26.74,0.52,El Nino lemah,2026-08-30T08:49:44.391691+00:00
NDJ,1953,26.76,0.56,El Nino lemah,2026-08-30T08:49:44.391697+00:00
DJF,1954,26.74,0.41,Netral,2026-08-30T08:49:44.391703+00:00
JFM,1954,26.91,0.35,Netral,2026-08-30T08:49:44.391709+00:00
FMA,1954,27.01,0.01,Netral,2026-08-30T08:49:44.391714+00:00
MAM,1954,27.04,-0.27,Netral,2026-08-30T08:49:44.391724+00:00
AMJ,1954,26.97,-0.48,Netral,2026-08-30T08:49:44.391730+00:00
MJJ,1954,26.74,-0.48,Netral,2026-08-30T08:49:44.391737+00:00
JJA,1954,26.18,-0.67,La Nina lemah,2026-08-30T08:49:44.391743+00:00
JAS,1954,25.68,-0.83,La Nina lemah,2026-08-30T08:49:44.391749+00:00
ASO,1954,25.58,-0.73,La Nina lemah,2026-08-30T08:49:44.391759+00:00
SON,1954,25.7,-0.52,La Nina lemah,2026-08-30T08:49:44.391766+00:00
OND,1954,25.82,-0.4,Netral,2026-08-30T08:49:44.391772+00:00
NDJ,1954,25.76,-0.44,Netral,2026-08-30T08:49:44.391778+00:00
DJF,1955,25.83,-0.5,La Nina lemah,2026-08-30T08:49:44.391784+00:00
JFM,1955,26.08,-0.48,Netral,2026-08-30T08:49:44.391791+00:00
FMA,1955,26.42,-0.58,La Nina lemah,2026-08-30T08:49:44.391796+00:00
MAM,1955,26.56,-0.76,La Nina lemah,2026-08-30T08:49:44.391803+00:00
AMJ,1955,26.67,-0.78,La Nina lemah,2026-08-30T08:49:44.391810+00:00
MJJ,1955,26.34,-0.88,La Nina lemah,2026-08-30T08:49:44.391816+00:00
JJA,1955,26.13,-0.72,La Nina lemah,2026-08-30T08:49:44.391825+00:00
JAS,1955,25.59,-0.92,La Nina lemah,2026-08-30T08:49:44.391831+00:00
ASO,1955,25.21,-1.11,La Nina moderat,2026-08-30T08:49:44.391837+00:00
SON,1955,24.78,-1.44,La Nina moderat,2026-08-30T08:49:44.391843+00:00
OND,1955,24.63,-1.59,La Nina kuat,2026-08-30T08:49:44.391849+00:00
NDJ,1955,24.73,-1.51,La Nina kuat,2026-08-30T08:49:44.391854+00:00
DJF,1956,25.2,-1.17,La Nina moderat,2026-08-30T08:49:44.391863+00:00
JFM,1956,25.82,-0.81,La Nina lemah,2026-08-30T08:49:44.391868+00:00
FMA,1956,26.47,-0.57,La Nina lemah,2026-08-30T08:49:44.391874+00:00
MAM,1956,26.84,-0.51,La Nina lemah,2026-08-30T08:49:44.391882+00:00
AMJ,1956,27.0,-0.49,Netral,2026-08-30T08:49:44.391888+00:00
MJJ,1956,26.81,-0.47,Netral,2026-08-30T08:49:44.391895+00:00
JJA,1956,26.37,-0.55,La Nina lemah,2026-08-30T08:49:44.391901+00:00
JAS,1956,26.02,-0.52,La Nina lemah,2026-08-30T08:49:44.391907+00:00
ASO,1956,25.9,-0.43,Netral,2026-08-30T08:49:44.391913+00:00
SON,1956,25.85,-0.39,Netral,2026-08-30T08:49:44.391920+00:00
OND,1956,25.87,-0.37,Netral,2026-08-30T08:49:44.391926+00:00
NDJ,1956,25.87,-0.39,Netral,2026-08-30T08:49:44.391931+00:00
DJF,1957,26.11,-0.27,Netral,2026-08-30T08:49:44.391936+00:00
JFM,1957,26.57,-0.06,Netral,2026-08-30T08:49:44.391942+00:00
FMA,1957,27.3,0.26,Netral,2026-08-30T08:49:44.391948+00:00
MAM,1957,27.99,0.63,El Nino lemah,2026-08-30T08:49:44.391956+00:00
AMJ,1957,28.21,0.72,El Nino lemah,2026-08-30T08:49:44.391962+00:00
MJJ,1957,28.09,0.82,El Nino lemah,2026-08-30T08:49:44.391968+00:00
JJA,1957,27.88,0.96,El Nino lemah,2026-08-30T08:49:44.391973+00:00
JAS,1957,27.57,1.03,El Nino moderat,2026-08-30T08:49:44.391979+00:00
ASO,1957,27.45,1.12,El Nino moderat,2026-08-30T08:49:44.391984+00:00
SON,1957,27.38,1.15,El Nino moderat,2026-08-30T08:49:44.392016+00:00
OND,1957,27.63,1.39,El Nino moderat,2026-08-30T08:49:44.392029+00:00
NDJ,1957,27.87,1.62,El Nino kuat,2026-08-30T08:49:44.392038+00:00
DJF,1958,28.07,1.69,El Nino kuat,2026-08-30T08:49:44.392044+00:00
JFM,1958,28.21,1.59,El Nino kuat,2026-08-30T08:49:44.392049+00:00
FMA,1958,28.21,1.17,El Nino moderat,2026-08-30T08:49:44.392055+00:00
MAM,1958,28.2,0.84,El Nino lemah,2026-08-30T08:49:44.392061+00:00
AMJ,1958,28.06,0.57,El Nino lemah,2026-08-30T08:49:44.392067+00:00
MJJ,1958,27.77,0.49,Netral,2026-08-30T08:49:44.392072+00:00
JJA,1958,27.36,0.43,Netral,2026-08-30T08:49:44.392078+00:00
JAS,1958,26.86,0.32,Netral,2026-08-30T08:49:44.392083+00:00
ASO,1958,26.61,0.28,Netral,2026-08-30T08:49:44.392089+00:00
SON,1958,26.53,0.3,Netral,2026-08-30T08:49:44.392095+00:00
OND,1958,26.6,0.36,Netral,2026-08-30T08:49:44.392101+00:00
NDJ,1958,26.82,0.56,El Nino lemah,2026-08-30T08:49:44.392107+00:00
DJF,1959,26.99,0.6,El Nino lemah,2026-08-30T08:49:44.392112+00:00
JFM,1959,27.27,0.64,El Nino lemah,2026-08-30T08:49:44.392122+00:00
FMA,1959,27.51,0.48,Netral,2026-08-30T08:49:44.392129+00:00
MAM,1959,27.75,0.39,Netral,2026-08-30T08:49:44.392135+00:00
AMJ,1959,27.73,0.24,Netral,2026-08-30T08:49:44.392142+00:00
MJJ,1959,27.29,0.02,Netral,2026-08-30T08:49:44.392148+00:00
JJA,1959,26.74,-0.19,Netral,2026-08-30T08:49:44.392157+00:00
JAS,1959,26.31,-0.23,Netral,2026-08-30T08:49:44.392164+00:00
ASO,1959,26.29,-0.04,Netral,2026-08-30T08:49:44.392171+00:00
SON,1959,26.34,0.11,Netral,2026-08-30T08:49:44.392178+00:00
OND,1959,26.47,0.23,Netral,2026-08-30T08:49:44.392184+00:00
NDJ,1959,26.4,0.14,Netral,2026-08-30T08:49:44.392191+00:00
DJF,1960,26.4,0.02,Netral,2026-08-30T08:49:44.392197+00:00
JFM,1960,26.65,0.03,Netral,2026-08-30T08:49:44.392203+00:00
FMA,1960,27.1,0.06,Netral,2026-08-30T08:49:44.392215+00:00
MAM,1960,27.52,0.17,Netral,2026-08-30T08:49:44.392222+00:00
AMJ,1960,27.53,0.04,Netral,2026-08-30T08:49:44.392228+00:00
MJJ,1960,27.27,0.0,Netral,2026-08-30T08:49:44.392235+00:00
JJA,1960,26.93,0.01,Netral,2026-08-30T08:49:44.392241+00:00
JAS,1960,26.69,0.15,Netral,2026-08-30T08:49:44.392248+00:00
ASO,1960,26.52,0.19,Netral,2026-08-30T08:49:44.392254+00:00
SON,1960,26.32,0.08,Netral,2026-08-30T08:49:44.392261+00:00
OND,1960,26.17,-0.07,Netral,2026-08-30T08:49:44.392271+00:00
NDJ,1960,26.16,-0.07,Netral,2026-08-30T08:49:44.392278+00:00
DJF,1961,26.34,0.0,Netral,2026-08-30T08:49:44.392285+00:00
JFM,1961,26.6,0.03,Netral,2026-08-30T08:49:44.392291+00:00
FMA,1961,26.98,0.01,Netral,2026-08-30T08:49:44.392302+00:00
MAM,1961,27.33,0.05,Netral,2026-08-30T08:49:44.392308+00:00
AMJ,1961,27.62,0.22,Netral,2026-08-30T08:49:44.392314+00:00
MJJ,1961,27.41,0.22,Netral,2026-08-30T08:49:44.392320+00:00
JJA,1961,26.94,0.08,Netral,2026-08-30T08:49:44.392326+00:00
JAS,1961,26.32,-0.2,Netral,2026-08-30T08:49:44.392332+00:00
ASO,1961,26.01,-0.32,Netral,2026-08-30T08:49:44.392338+00:00
SON,1961,26.02,-0.22,Netral,2026-08-30T08:49:44.392344+00:00
OND,1961,26.09,-0.11,Netral,2026-08-30T08:49:44.392350+00:00
NDJ,1961,26.14,-0.05,Netral,2026-08-30T08:49:44.392356+00:00
DJF,1962,26.16,-0.16,Netral,2026-08-30T08:49:44.392362+00:00
JFM,1962,26.4,-0.17,Netral,2026-08-30T08:49:44.392367+00:00
FMA,1962,26.83,-0.15,Netral,2026-08-30T08:49:44.392373+00:00
MAM,1962,27.09,-0.2,Netral,2026-08-30T08:49:44.392379+00:00
AMJ,1962,27.21,-0.19,Netral,2026-08-30T08:49:44.392384+00:00
MJJ,1962,27.06,-0.13,Netral,2026-08-30T08:49:44.392390+00:00
JJA,1962,26.85,0.0,Netral,2026-08-30T08:49:44.392395+00:00
JAS,1962,26.42,-0.1,Netral,2026-08-30T08:49:44.392405+00:00
ASO,1962,26.17,-0.16,Netral,2026-08-30T08:49:44.392410+00:00
SON,1962,25.98,-0.25,Netral,2026-08-30T08:49:44.392419+00:00
OND,1962,25.95,-0.25,Netral,2026-08-30T08:49:44.392428+00:00
NDJ,1962,25.87,-0.32,Netral,2026-08-30T08:49:44.392433+00:00
DJF,1963,25.98,-0.33,Netral,2026-08-30T08:49:44.392439+00:00
JFM,1963,26.4,-0.17,Netral,2026-08-30T08:49:44.392444+00:00
FMA,1963,26.99,0.01,Netral,2026-08-30T08:49:44.392449+00:00
MAM,1963,27.41,0.13,Netral,2026-08-30T08:49:44.392455+00:00
AMJ,1963,27.52,0.12,Netral,2026-08-30T08:49:44.392461+00:00
MJJ,1963,27.64,0.45,Netral,2026-08-30T08:49:44.392467+00:00
JJA,1963,27.61,0.76,El Nino lemah,2026-08-30T08:49:44.392473+00:00
JAS,1963,27.61,1.09,El Nino moderat,2026-08-30T08:49:44.392479+00:00
ASO,1963,27.42,1.09,El Nino moderat,2026-08-30T08:49:44.392484+00:00
SON,1963,27.37,1.13,El Nino moderat,2026-08-30T08:49:44.392490+00:00
OND,1963,27.39,1.19,El Nino moderat,2026-08-30T08:49:44.392495+00:00
NDJ,1963,27.33,1.13,El Nino moderat,2026-08-30T08:49:44.392501+00:00
DJF,1964,27.26,0.95,El Nino lemah,2026-08-30T08:49:44.392506+00:00
JFM,1964,27.09,0.52,El Nino lemah,2026-08-30T08:49:44.392512+00:00
FMA,1964,27.04,0.06,Netral,2026-08-30T08:49:44.392518+00:00
MAM,1964,26.93,-0.35,Netral,2026-08-30T08:49:44.392524+00:00
AMJ,1964,26.8,-0.6,La Nina lemah,2026-08-30T08:49:44.392530+00:00
MJJ,1964,26.53,-0.66,La Nina lemah,2026-08-30T08:49:44.392544+00:00
JJA,1964,26.19,-0.67,La Nina lemah,2026-08-30T08:49:44.392551+00:00
JAS,1964,25.82,-0.7,La Nina lemah,2026-08-30T08:49:44.392558+00:00
ASO,1964,25.6,-0.72,La Nina lemah,2026-08-30T08:49:44.392565+00:00
SON,1964,25.44,-0.8,La Nina lemah,2026-08-30T08:49:44.392571+00:00
OND,1964,25.41,-0.79,La Nina lemah,2026-08-30T08:49:44.392578+00:00
NDJ,1964,25.45,-0.75,La Nina lemah,2026-08-30T08:49:44.392584+00:00
DJF,1965,25.8,-0.51,La Nina lemah,2026-08-30T08:49:44.392590+00:00
JFM,1965,26.32,-0.25,Netral,2026-08-30T08:49:44.392597+00:00
FMA,1965,26.93,-0.04,Netral,2026-08-30T08:49:44.392604+00:00
MAM,1965,27.45,0.16,Netral,2026-08-30T08:49:44.392610+00:00
AMJ,1965,27.86,0.47,Netral,2026-08-30T08:49:44.392617+00:00
MJJ,1965,27.98,0.79,El Nino lemah,2026-08-30T08:49:44.392623+00:00
JJA,1965,27.95,1.1,El Nino moderat,2026-08-30T08:49:44.392634+00:00
JAS,1965,27.79,1.27,El Nino moderat,2026-08-30T08:49:44.392640+00:00
ASO,1965,27.87,1.55,El Nino kuat,2026-08-30T08:49:44.392646+00:00
SON,1965,27.93,1.7,El Nino kuat,2026-08-30T08:49:44.392652+00:00
OND,1965,28.02,1.82,El Nino kuat,2026-08-30T08:49:44.392659+00:00
NDJ,1965,27.83,1.6,El Nino kuat,2026-08-30T08:49:44.392664+00:00
DJF,1966,27.61,1.24,El Nino moderat,2026-08-30T08:49:44.392675+00:00
JFM,1966,27.6,0.95,El Nino lemah,2026-08-30T08:49:44.392682+00:00
FMA,1966,27.79,0.76,El Nino lemah,2026-08-30T08:49:44.392691+00:00
MAM,1966,27.77,0.43,Netral,2026-08-30T08:49:44.392698+00:00
AMJ,1966,27.68,0.24,Netral,2026-08-30T08:49:44.392705+00:00
MJJ,1966,27.44,0.18,Netral,2026-08-30T08:49:44.392712+00:00
JJA,1966,27.18,0.25,Netral,2026-08-30T08:49:44.392717+00:00
JAS,1966,26.73,0.13,Netral,2026-08-30T08:49:44.392724+00:00
ASO,1966,26.34,-0.09,Netral,2026-08-30T08:49:44.392730+00:00
SON,1966,26.27,-0.12,Netral,2026-08-30T08:49:44.392736+00:00
OND,1966,26.17,-0.23,Netral,2026-08-30T08:49:44.392743+00:00
NDJ,1966,26.02,-0.35,Netral,2026-08-30T08:49:44.392748+00:00
DJF,1967,25.97,-0.46,Netral,2026-08-30T08:49:44.392755+00:00
JFM,1967,26.18,-0.48,Netral,2026-08-30T08:49:44.392761+00:00
FMA,1967,26.53,-0.5,La Nina lemah,2026-08-30T08:49:44.392767+00:00
MAM,1967,26.97,-0.37,Netral,2026-08-30T08:49:44.392773+00:00
AMJ,1967,27.3,-0.15,Netral,2026-08-30T08:49:44.392780+00:00
MJJ,1967,27.31,0.05,Netral,2026-08-30T08:49:44.392786+00:00
JJA,1967,26.92,-0.02,Netral,2026-08-30T08:49:44.392793+00:00
JAS,1967,26.33,-0.26,Netral,2026-08-30T08:49:44.392799+00:00
ASO,1967,26.03,-0.4,Netral,2026-08-30T08:49:44.392811+00:00
SON,1967,25.99,-0.4,Netral,2026-08-30T08:49:44.392818+00:00
OND,1967,26.03,-0.36,Netral,2026-08-30T08:49:44.392825+00:00
NDJ,1967,25.95,-0.42,Netral,2026-08-30T08:49:44.392836+00:00
DJF,1968,25.81,-0.62,La Nina lemah,2026-08-30T08:49:44.392843+00:00
JFM,1968,25.92,-0.73,La Nina lemah,2026-08-30T08:49:44.392849+00:00
FMA,1968,26.41,-0.63,La Nina lemah,2026-08-30T08:49:44.392860+00:00
MAM,1968,26.85,-0.48,Netral,2026-08-30T08:49:44.392867+00:00
AMJ,1968,27.35,-0.1,Netral,2026-08-30T08:49:44.392874+00:00
MJJ,1968,27.43,0.17,Netral,2026-08-30T08:49:44.392881+00:00
JJA,1968,27.37,0.44,Netral,2026-08-30T08:49:44.392888+00:00
JAS,1968,26.97,0.38,Netral,2026-08-30T08:49:44.392893+00:00
ASO,1968,26.78,0.34,Netral,2026-08-30T08:49:44.392900+00:00
SON,1968,26.9,0.5,El Nino lemah,2026-08-30T08:49:44.392905+00:00
OND,1968,27.06,0.66,El Nino lemah,2026-08-30T08:49:44.392912+00:00
NDJ,1968,27.3,0.93,El Nino lemah,2026-08-30T08:49:44.392918+00:00
DJF,1969,27.42,0.98,El Nino lemah,2026-08-30T08:49:44.392924+00:00
JFM,1969,27.63,0.98,El Nino lemah,2026-08-30T08:49:44.392931+00:00
FMA,1969,27.8,0.77,El Nino lemah,2026-08-30T08:49:44.392936+00:00
MAM,1969,28.02,0.69,El Nino lemah,2026-08-30T08:49:44.392951+00:00
AMJ,1969,28.06,0.62,El Nino lemah,2026-08-30T08:49:44.392958+00:00
MJJ,1969,27.74,0.48,Netral,2026-08-30T08:49:44.392964+00:00
JJA,1969,27.3,0.37,Netral,2026-08-30T08:49:44.392970+00:00
JAS,1969,27.0,0.41,Netral,2026-08-30T08:49:44.392976+00:00
ASO,1969,27.04,0.61,El Nino lemah,2026-08-30T08:49:44.392985+00:00
SON,1969,27.11,0.71,El Nino lemah,2026-08-30T08:49:44.392991+00:00
OND,1969,27.21,0.81,El Nino lemah,2026-08-30T08:49:44.393024+00:00
NDJ,1969,27.08,0.71,El Nino lemah,2026-08-30T08:49:44.393031+00:00
DJF,1970,26.89,0.46,Netral,2026-08-30T08:49:44.393036+00:00
JFM,1970,26.89,0.23,Netral,2026-08-30T08:49:44.393042+00:00
FMA,1970,27.27,0.23,Netral,2026-08-30T08:49:44.393047+00:00
MAM,1970,27.61,0.28,Netral,2026-08-30T08:49:44.393052+00:00
AMJ,1970,27.56,0.11,Netral,2026-08-30T08:49:44.393058+00:00
MJJ,1970,27.0,-0.26,Netral,2026-08-30T08:49:44.393063+00:00
JJA,1970,26.38,-0.55,La Nina lemah,2026-08-30T08:49:44.393069+00:00
JAS,1970,25.88,-0.72,La Nina lemah,2026-08-30T08:49:44.393075+00:00
ASO,1970,25.74,-0.69,La Nina lemah,2026-08-30T08:49:44.393080+00:00
SON,1970,25.67,-0.72,La Nina lemah,2026-08-30T08:49:44.393086+00:00
OND,1970,25.61,-0.78,La Nina lemah,2026-08-30T08:49:44.393095+00:00
NDJ,1970,25.29,-1.1,La Nina moderat,2026-08-30T08:49:44.393103+00:00
DJF,1971,25.17,-1.29,La Nina moderat,2026-08-30T08:49:44.393109+00:00
JFM,1971,25.34,-1.36,La Nina moderat,2026-08-30T08:49:44.393116+00:00
FMA,1971,25.97,-1.08,La Nina moderat,2026-08-30T08:49:44.393122+00:00
MAM,1971,26.55,-0.81,La Nina lemah,2026-08-30T08:49:44.393127+00:00
AMJ,1971,26.76,-0.72,La Nina lemah,2026-08-30T08:49:44.393133+00:00
MJJ,1971,26.62,-0.69,La Nina lemah,2026-08-30T08:49:44.393143+00:00
JJA,1971,26.3,-0.68,La Nina lemah,2026-08-30T08:49:44.393149+00:00
JAS,1971,26.05,-0.6,La Nina lemah,2026-08-30T08:49:44.393154+00:00
ASO,1971,25.81,-0.68,La Nina lemah,2026-08-30T08:49:44.393160+00:00
SON,1971,25.68,-0.78,La Nina lemah,2026-08-30T08:49:44.393165+00:00
OND,1971,25.59,-0.86,La Nina lemah,2026-08-30T08:49:44.393171+00:00
NDJ,1971,25.65,-0.78,La Nina lemah,2026-08-30T08:49:44.393178+00:00
DJF,1972,25.92,-0.57,La Nina lemah,2026-08-30T08:49:44.393184+00:00
JFM,1972,26.42,-0.27,Netral,2026-08-30T08:49:44.393189+00:00
FMA,1972,27.09,0.04,Netral,2026-08-30T08:49:44.393196+00:00
MAM,1972,27.61,0.25,Netral,2026-08-30T08:49:44.393202+00:00
AMJ,1972,27.96,0.48,Netral,2026-08-30T08:49:44.393209+00:00
MJJ,1972,28.0,0.7,El Nino lemah,2026-08-30T08:49:44.393215+00:00
JJA,1972,27.98,1.0,El Nino moderat,2026-08-30T08:49:44.393226+00:00
JAS,1972,27.91,1.26,El Nino moderat,2026-08-30T08:49:44.393231+00:00
ASO,1972,27.98,1.49,El Nino moderat,2026-08-30T08:49:44.393237+00:00
SON,1972,28.14,1.69,El Nino kuat,2026-08-30T08:49:44.393243+00:00
OND,1972,28.3,1.84,El Nino kuat,2026-08-30T08:49:44.393248+00:00
NDJ,1972,28.2,1.77,El Nino kuat,2026-08-30T08:49:44.393253+00:00
DJF,1973,28.03,1.55,El Nino kuat,2026-08-30T08:49:44.393259+00:00
JFM,1973,27.82,1.13,El Nino moderat,2026-08-30T08:49:44.393264+00:00
FMA,1973,27.61,0.56,El Nino lemah,2026-08-30T08:49:44.393270+00:00
MAM,1973,27.33,-0.03,Netral,2026-08-30T08:49:44.393280+00:00
AMJ,1973,26.97,-0.51,La Nina lemah,2026-08-30T08:49:44.393286+00:00
MJJ,1973,26.51,-0.8,La Nina lemah,2026-08-30T08:49:44.393294+00:00
JJA,1973,25.99,-0.99,La Nina lemah,2026-08-30T08:49:44.393300+00:00
JAS,1973,25.54,-1.11,La Nina moderat,2026-08-30T08:49:44.393306+00:00
ASO,1973,25.23,-1.26,La Nina moderat,2026-08-30T08:49:44.393312+00:00
SON,1973,24.87,-1.58,La Nina kuat,2026-08-30T08:49:44.393318+00:00
OND,1973,24.57,-1.89,La Nina kuat,2026-08-30T08:49:44.393324+00:00
NDJ,1973,24.39,-2.04,La Nina sangat kuat,2026-08-30T08:49:44.393330+00:00
DJF,1974,24.61,-1.87,La Nina kuat,2026-08-30T08:49:44.393336+00:00
JFM,1974,25.1,-1.59,La Nina kuat,2026-08-30T08:49:44.393342+00:00
FMA,1974,25.82,-1.24,La Nina moderat,2026-08-30T08:49:44.393353+00:00
MAM,1974,26.37,-0.99,La Nina lemah,2026-08-30T08:49:44.393359+00:00
AMJ,1974,26.77,-0.71,La Nina lemah,2026-08-30T08:49:44.393365+00:00
MJJ,1974,26.67,-0.64,La Nina lemah,2026-08-30T08:49:44.393372+00:00
JJA,1974,26.52,-0.46,Netral,2026-08-30T08:49:44.393378+00:00
JAS,1974,26.25,-0.4,Netral,2026-08-30T08:49:44.393384+00:00
ASO,1974,26.02,-0.47,Netral,2026-08-30T08:49:44.393391+00:00
SON,1974,25.76,-0.69,La Nina lemah,2026-08-30T08:49:44.393397+00:00
OND,1974,25.57,-0.88,La Nina lemah,2026-08-30T08:49:44.393403+00:00
NDJ,1974,25.72,-0.71,La Nina lemah,2026-08-30T08:49:44.393410+00:00
DJF,1975,25.92,-0.56,La Nina lemah,2026-08-30T08:49:44.393421+00:00
JFM,1975,26.15,-0.55,La Nina lemah,2026-08-30T08:49:44.393427+00:00
FMA,1975,26.44,-0.61,La Nina lemah,2026-08-30T08:49:44.393433+00:00
MAM,1975,26.7,-0.66,La Nina lemah,2026-08-30T08:49:44.393439+00:00
AMJ,1975,26.68,-0.8,La Nina lemah,2026-08-30T08:49:44.393444+00:00
MJJ,1975,26.39,-0.92,La Nina lemah,2026-08-30T08:49:44.393450+00:00
JJA,1975,25.9,-1.08,La Nina moderat,2026-08-30T08:49:44.393457+00:00
JAS,1975,25.54,-1.12,La Nina moderat,2026-08-30T08:49:44.393462+00:00
ASO,1975,25.2,-1.29,La Nina moderat,2026-08-30T08:49:44.393468+00:00
SON,1975,25.14,-1.32,La Nina moderat,2026-08-30T08:49:44.393479+00:00
OND,1975,24.98,-1.47,La Nina moderat,2026-08-30T08:49:44.393486+00:00
NDJ,1975,24.84,-1.58,La Nina kuat,2026-08-30T08:49:44.393492+00:00
DJF,1976,24.98,-1.49,La Nina moderat,2026-08-30T08:49:44.393498+00:00
JFM,1976,25.55,-1.11,La Nina moderat,2026-08-30T08:49:44.393508+00:00
FMA,1976,26.37,-0.65,La Nina lemah,2026-08-30T08:49:44.393515+00:00
MAM,1976,26.87,-0.45,Netral,2026-08-30T08:49:44.393522+00:00
AMJ,1976,27.21,-0.23,Netral,2026-08-30T08:49:44.393528+00:00
MJJ,1976,27.28,0.0,Netral,2026-08-30T08:49:44.393535+00:00
JJA,1976,27.21,0.23,Netral,2026-08-30T08:49:44.393542+00:00
JAS,1976,27.09,0.4,Netral,2026-08-30T08:49:44.393548+00:00
ASO,1976,27.13,0.6,El Nino lemah,2026-08-30T08:49:44.393555+00:00
SON,1976,27.28,0.79,El Nino lemah,2026-08-30T08:49:44.393566+00:00
OND,1976,27.28,0.81,El Nino lemah,2026-08-30T08:49:44.393578+00:00
NDJ,1976,27.28,0.84,El Nino lemah,2026-08-30T08:49:44.393584+00:00
DJF,1977,27.19,0.71,El Nino lemah,2026-08-30T08:49:44.393590+00:00
JFM,1977,27.33,0.66,El Nino lemah,2026-08-30T08:49:44.393598+00:00
FMA,1977,27.35,0.33,Netral,2026-08-30T08:49:44.393605+00:00
MAM,1977,27.58,0.26,Netral,2026-08-30T08:49:44.393611+00:00
AMJ,1977,27.7,0.26,Netral,2026-08-30T08:49:44.393618+00:00
MJJ,1977,27.75,0.46,Netral,2026-08-30T08:49:44.393629+00:00
JJA,1977,27.37,0.39,Netral,2026-08-30T08:49:44.393635+00:00
JAS,1977,27.04,0.35,Netral,2026-08-30T08:49:44.393641+00:00
ASO,1977,26.97,0.45,Netral,2026-08-30T08:49:44.393648+00:00
SON,1977,27.17,0.68,El Nino lemah,2026-08-30T08:49:44.393654+00:00
