periode,periode_mulai,periode_selesai,provinsi,kabupaten_kota,kecamatan,kode_wilayah,bera_ha,persiapan_lahan_ha,tanam_ha,vegetatif_1_ha,vegetatif_2_ha,generatif_1_ha,generatif_2_ha,panen_ha,total_luas_ha,sumber_layer,diambil_pada_utc
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,340301,1758.723,49.455,76.178,10.903,3.848,10.119,45.108,50.382,2004.716,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Nglipar,340302,515.644,33.043,78.567,104.329,4.0,15.201,49.044,47.844,847.672,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Playen,340303,1051.911,33.981,63.497,18.479,1.302,4.899,26.168,47.064,1247.301,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,340304,339.22,78.715,123.609,93.814,8.925,47.175,131.863,115.154,938.475,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Paliyan,340305,942.5,12.835,18.162,5.166,1.453,8.637,53.034,37.212,1078.999,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Panggang,340306,689.548,27.271,33.215,28.67,19.999,48.809,85.52,49.508,982.54,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,340307,1592.701,29.413,25.838,12.675,15.438,44.526,77.189,56.551,1854.331,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Semanu,340308,2552.557,33.769,43.649,16.705,13.382,22.273,21.196,20.747,2724.278,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Karangmojo,340309,1145.811,114.144,137.385,62.058,2.885,17.142,73.267,137.797,1690.489,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Ponjong,340310,1372.8,188.308,115.355,46.71,10.674,35.057,109.675,162.946,2041.525,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Rongkop,340311,1807.83,22.123,27.637,19.904,19.971,37.253,32.344,33.285,2000.347,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Semin,340312,1234.43,47.912,207.209,436.229,22.424,42.643,76.585,70.336,2137.768,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Ngawen,340313,666.58,27.556,79.336,485.573,11.778,11.778,43.002,45.113,1370.716,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Gedangsari,340314,476.008,51.105,107.202,153.642,7.487,41.34,60.437,49.044,946.265,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Saptosari,340315,792.825,17.346,22.218,15.205,23.62,73.001,91.971,46.059,1082.245,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Girisubo,340316,1585.019,43.189,17.499,23.903,48.773,62.623,62.772,65.304,1909.082,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Tanjungsari,340317,1171.605,28.267,19.209,8.824,20.146,52.005,88.003,33.109,1421.168,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Gunungkidul,Purwosari,340318,328.314,30.64,31.678,17.945,16.907,33.753,61.342,55.055,575.634,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Gamping,340401,134.309,28.078,30.026,52.926,43.424,133.454,147.707,44.516,614.44,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Godean,340402,144.24,28.288,45.979,102.041,98.961,232.277,239.606,60.87,952.262,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Moyudan,340403,133.244,39.784,74.469,250.354,202.086,201.866,197.25,32.443,1131.496,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Minggir,340404,127.052,25.338,54.734,213.526,253.562,277.097,132.642,36.7,1120.651,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Seyegan,340405,180.071,11.485,21.153,112.925,90.81,310.197,267.302,61.858,1055.801,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Mlati,340406,201.089,18.957,23.474,40.46,35.625,171.254,150.197,62.98,704.036,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Depok,340407,75.075,10.19,12.768,23.265,20.135,35.051,26.457,15.408,218.349,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Berbah,340408,188.717,39.95,33.272,55.976,76.59,163.342,312.458,129.083,999.388,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Prambanan,340409,299.697,42.219,75.377,131.021,91.688,115.315,232.71,111.019,1099.046,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Kalasan,340410,322.94,23.749,28.102,66.818,101.334,329.584,359.06,90.796,1322.383,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Ngemplak,340411,351.102,25.715,29.007,79.409,102.45,288.013,372.223,110.474,1358.393,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Ngaglik,340412,303.282,26.071,23.076,43.099,79.153,323.599,285.549,84.672,1168.501,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Sleman,340413,286.829,16.432,19.915,60.675,72.346,278.584,366.782,119.957,1221.52,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Tempel,340414,282.197,15.601,17.378,54.504,68.196,241.714,294.573,75.832,1049.995,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Turi,340415,124.875,7.658,6.717,16.054,8.934,31.034,63.21,29.489,287.971,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Pakem,340416,336.64,27.189,30.626,70.878,53.377,98.004,182.82,65.253,864.787,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Sleman,Cangkringan,340417,174.187,12.749,15.801,62.712,103.303,142.096,199.141,38.902,748.891,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Tegalrejo,347101,0.72,0.27,0.72,2.069,1.439,0.765,0.045,0.045,6.073,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jetis,347102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gondokusuman,347103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Danurejan,347104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gedongtengen,347105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Ngampilan,347106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Wirobrajan,347107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Mantrijeron,347108,0.229,0.0,0.0,0.0,0.046,0.092,0.046,0.0,0.413,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Kraton,347109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gondomanan,347110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Pakualaman,347111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Mergangsan,347112,0.81,0.0,0.048,0.0,0.0,0.048,1.239,1.239,3.384,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Umbulharjo,347113,4.392,0.933,0.274,0.165,0.384,1.263,3.898,2.086,13.395,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Kotagede,347114,0.978,0.047,0.279,0.047,0.047,0.419,0.466,0.326,2.609,simontadi2/15,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Temon,340101,108.342,10.074,1.105,6.098,6.539,31.858,690.217,346.103,1200.336,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Wates,340102,175.526,29.096,1.479,3.221,7.129,32.951,335.844,435.594,1020.84,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Panjatan,340103,138.683,33.739,28.676,162.756,510.04,144.115,92.057,120.963,1231.029,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Galur,340104,33.781,1.271,2.829,69.366,858.061,174.154,14.431,5.986,1159.879,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Lendah,340105,36.572,0.433,1.298,12.205,104.651,325.076,209.951,27.959,718.145,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Sentolo,340106,139.496,7.022,8.446,51.054,20.355,162.366,843.572,119.9,1352.211,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Pengasih,340107,148.187,27.236,10.783,32.85,22.011,62.81,287.924,142.239,734.04,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Kokap,340108,21.703,5.309,2.654,0.677,0.625,3.747,27.272,41.532,103.519,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Girimulyo,340109,81.78,12.515,35.716,96.124,23.73,42.503,128.326,30.565,451.259,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Nanggulan,340110,124.765,84.965,280.549,466.355,96.472,91.108,154.961,59.873,1359.048,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Samigaluh,340111,167.322,11.18,28.967,45.674,17.342,30.047,153.537,43.831,497.9,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Kulon Progo,Kalibawang,340112,131.727,78.453,250.679,118.304,12.543,16.292,37.306,35.315,680.619,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Srandakan,340201,135.937,9.448,16.766,112.084,98.745,19.128,45.806,46.918,484.832,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Sanden,340202,185.963,100.574,69.395,38.266,14.122,84.276,210.968,271.606,975.17,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Kretek,340203,210.368,25.766,67.265,309.193,35.705,34.951,73.106,125.204,881.558,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Pundong,340204,131.566,50.142,71.252,88.671,64.861,80.614,116.353,150.471,753.93,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Bambanglipuro,340205,154.552,43.175,45.107,75.179,97.52,82.296,363.073,141.072,1001.974,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Pandak,340206,164.398,7.231,9.414,101.497,163.585,98.673,210.226,80.103,835.127,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Pajangan,340207,76.634,2.295,3.792,22.95,10.677,30.783,98.387,30.933,276.451,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Bantul,340208,157.095,6.53,5.83,51.261,172.255,222.909,211.995,77.475,905.35,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Jetis,340209,204.39,50.017,70.679,161.792,151.324,126.43,191.875,129.16,1085.667,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Imogiri,340210,466.83,12.788,28.231,111.897,188.264,76.79,295.697,188.506,1369.003,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Dlingo,340211,422.852,25.037,26.985,79.632,6.677,19.96,71.843,87.352,740.338,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Banguntapan,340212,211.971,29.056,29.169,65.109,42.372,74.362,113.348,81.189,646.576,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Pleret,340213,188.661,5.795,5.451,40.395,33.05,70.805,202.202,91.289,637.648,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Piyungan,340214,257.214,55.51,18.908,51.015,12.629,76.201,242.017,188.433,901.927,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Sewon,340215,258.516,21.132,23.621,104.064,121.533,113.832,227.334,133.93,1003.962,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Kasihan,340216,109.143,14.766,13.892,40.85,40.753,44.833,136.878,57.753,458.868,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Bantul,Sedayu,340217,145.785,20.154,16.407,54.201,77.508,115.074,252.13,80.707,761.966,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,340301,1791.86,17.245,49.455,85.228,2.637,5.273,24.158,28.861,2004.717,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Nglipar,340302,550.047,13.441,33.043,169.615,14.481,10.081,26.402,30.563,847.673,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Playen,340303,1084.031,14.944,33.981,79.619,2.666,3.038,12.526,16.494,1247.299,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,340304,417.399,36.975,78.715,205.68,14.562,31.204,74.89,79.051,938.476,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Paliyan,340305,969.864,9.848,12.835,22.602,1.211,4.036,28.495,30.109,1079.0,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Panggang,340306,711.155,27.901,27.271,52.725,14.824,37.411,44.753,66.5,982.54,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,340307,1598.145,51.107,29.413,35.345,9.263,31.201,39.001,60.858,1854.333,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Semanu,340308,2535.852,37.452,33.769,56.761,8.442,16.436,16.256,19.31,2724.278,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Karangmojo,340309,1256.164,27.444,114.144,195.323,4.862,6.181,37.581,48.789,1690.488,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Ponjong,340310,1409.522,126.224,188.308,156.385,9.695,16.255,48.864,86.271,2041.524,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Rongkop,340311,1805.947,35.168,22.123,42.699,13.18,29.251,20.711,31.268,2000.347,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Semin,340312,1273.642,31.124,47.912,444.317,217.992,23.527,41.907,57.347,2137.768,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Ngawen,340313,692.025,19.667,27.556,269.232,304.344,6.778,21.001,30.112,1370.715,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Gedangsari,340314,510.078,14.974,51.105,235.02,28.32,30.164,35.589,41.015,946.265,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Saptosari,340315,812.385,26.499,17.346,31.37,10.629,51.817,63.258,68.941,1082.245,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Girisubo,340316,1588.817,61.506,43.189,32.54,35.221,56.666,34.998,56.145,1909.082,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Tanjungsari,340317,1174.338,30.376,28.267,23.738,9.058,35.529,58.018,61.844,1421.168,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Gunungkidul,Purwosari,340318,365.669,17.701,30.64,43.153,11.475,25.635,31.739,49.623,575.635,simontadi2/16,2026-08-30T16:43:22.197914+00:00
26 Maret - 6 April 2026,2026-03-26,2026-04-06,Daerah Istimewa Yogyakarta,Sleman,Gamping,340401,156.924,21.902,28.078,61.525,41.571,96.777,142.814,64.85,614.441,simontadi2/16,2026-08-30T16:43:22.197914+00:00
