tanggal,varian,harga,sebaran_pasar,n_pasar,satuan,komoditas
2026-05-18,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-18,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-18,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-18,Sawi Hijau,13000.0,3000.0,3,kg,Sawi Hijau
2026-05-18,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-18,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-18,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-18,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-18,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-18,Telur Ayam Ras,25389.0,787.6,3,kg,Telur Ayam
2026-05-18,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-18,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-18,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-18,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-19,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-19,Bawang Merah,42667.0,4041.5,3,kg,Bawang
2026-05-19,Bawang Putih Honan,30333.0,2516.6,3,kg,Bawang
2026-05-19,Bawang Putih Kating,31889.0,1644.3,3,kg,Bawang
2026-05-19,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-19,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-19,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-19,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2026-05-19,Cabai Merah Besar,50000.0,5000.0,3,kg,Cabai
2026-05-19,Cabai Merah Keriting,41667.0,2886.8,3,kg,Cabai
2026-05-19,Cabai Rawit Hijau,53667.0,5507.6,3,kg,Cabai
2026-05-19,Cabai Rawit Merah,75000.0,5000.0,3,kg,Cabai
2026-05-19,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-19,Daging Ayam Ras,34667.0,577.4,3,kg,Daging Ayam
2026-05-19,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-19,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-19,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-19,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-19,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-19,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-19,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-19,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-19,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-19,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-19,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-19,Kacang Hijau,25667.0,3511.9,3,kg,Kacang-Kacangan
2026-05-19,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-19,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-19,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-19,Kedelai Impor,11233.0,1569.5,3,kg,Kedelai
2026-05-19,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-19,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-19,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-19,Ketimun Sedang,8667.0,1527.5,3,kg,Ketimun
2026-05-19,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-19,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-19,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-19,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-19,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-19,Sawi Hijau,13000.0,3000.0,3,kg,Sawi Hijau
2026-05-19,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-19,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-19,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-19,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-19,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-19,Telur Ayam Ras,25389.0,787.6,3,kg,Telur Ayam
2026-05-19,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-19,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-19,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-19,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-20,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-20,Bawang Merah,42333.0,2516.6,3,kg,Bawang
2026-05-20,Bawang Putih Honan,30333.0,2516.6,3,kg,Bawang
2026-05-20,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-20,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-20,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-20,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-20,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2026-05-20,Cabai Merah Besar,51667.0,5773.5,3,kg,Cabai
2026-05-20,Cabai Merah Keriting,41667.0,2886.8,3,kg,Cabai
2026-05-20,Cabai Rawit Hijau,52000.0,2645.8,3,kg,Cabai
2026-05-20,Cabai Rawit Merah,75000.0,5000.0,3,kg,Cabai
2026-05-20,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-20,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-20,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-20,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-20,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-20,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-20,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-20,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-20,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-20,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-20,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-20,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-20,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-20,Kacang Hijau,25667.0,3511.9,3,kg,Kacang-Kacangan
2026-05-20,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-20,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-20,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-20,Kedelai Impor,11567.0,2136.2,3,kg,Kedelai
2026-05-20,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-20,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-20,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-20,Ketimun Sedang,8667.0,1527.5,3,kg,Ketimun
2026-05-20,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-20,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-20,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-20,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-20,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-20,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-20,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-20,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-20,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-20,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-20,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-20,Telur Ayam Ras,25167.0,763.8,3,kg,Telur Ayam
2026-05-20,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-20,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-20,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-20,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-21,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-21,Bawang Merah,43333.0,2886.8,3,kg,Bawang
2026-05-21,Bawang Putih Honan,30333.0,2516.6,3,kg,Bawang
2026-05-21,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-21,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-21,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-21,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-21,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2026-05-21,Cabai Merah Besar,51667.0,5773.5,3,kg,Cabai
2026-05-21,Cabai Merah Keriting,41667.0,2886.8,3,kg,Cabai
2026-05-21,Cabai Rawit Hijau,52000.0,2645.8,3,kg,Cabai
2026-05-21,Cabai Rawit Merah,71667.0,2886.8,3,kg,Cabai
2026-05-21,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-21,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-21,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-21,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-21,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-21,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-21,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-21,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-21,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-21,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-21,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-21,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-21,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-21,Kacang Hijau,25667.0,3511.9,3,kg,Kacang-Kacangan
2026-05-21,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-21,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-21,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-21,Kedelai Impor,11567.0,2136.2,3,kg,Kedelai
2026-05-21,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-21,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-21,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-21,Ketimun Sedang,8667.0,1527.5,3,kg,Ketimun
2026-05-21,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-21,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-21,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-21,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-21,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-21,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-21,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-21,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-21,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-21,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-21,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-21,Telur Ayam Ras,25167.0,763.8,3,kg,Telur Ayam
2026-05-21,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-21,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-21,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-21,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-22,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-22,Bawang Merah,43333.0,2886.8,3,kg,Bawang
2026-05-22,Bawang Putih Honan,30333.0,2516.6,3,kg,Bawang
2026-05-22,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-22,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-22,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-22,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-22,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2026-05-22,Cabai Merah Besar,51667.0,5773.5,3,kg,Cabai
2026-05-22,Cabai Merah Keriting,41667.0,2886.8,3,kg,Cabai
2026-05-22,Cabai Rawit Hijau,52000.0,2645.8,3,kg,Cabai
2026-05-22,Cabai Rawit Merah,73333.0,2886.8,3,kg,Cabai
2026-05-22,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-22,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-22,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-22,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-22,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-22,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-22,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-22,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-22,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-22,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-22,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-22,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-22,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-22,Kacang Hijau,26000.0,3000.0,3,kg,Kacang-Kacangan
2026-05-22,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-22,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-22,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-22,Kedelai Impor,11567.0,2136.2,3,kg,Kedelai
2026-05-22,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-22,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-22,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-22,Ketimun Sedang,8667.0,1527.5,3,kg,Ketimun
2026-05-22,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-22,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-22,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-22,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-22,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-22,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-22,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-22,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-22,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-22,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-22,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-22,Telur Ayam Ras,25333.0,577.4,3,kg,Telur Ayam
2026-05-22,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-22,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-22,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-22,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-25,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-25,Bawang Merah,45000.0,5000.0,3,kg,Bawang
2026-05-25,Bawang Putih Honan,29667.0,3511.9,3,kg,Bawang
2026-05-25,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-25,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-25,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-25,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-25,Beras SPHP Bulog,12500.0,0.0,2,kg,Beras
2026-05-25,Cabai Merah Besar,63333.0,5773.5,3,kg,Cabai
2026-05-25,Cabai Merah Keriting,55000.0,8660.3,3,kg,Cabai
2026-05-25,Cabai Rawit Hijau,52000.0,7549.8,3,kg,Cabai
2026-05-25,Cabai Rawit Merah,75000.0,5000.0,3,kg,Cabai
2026-05-25,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-25,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-25,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-25,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-25,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-25,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-25,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-25,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-25,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-25,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-25,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-25,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-25,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-25,Kacang Hijau,26000.0,3000.0,3,kg,Kacang-Kacangan
2026-05-25,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-25,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-25,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-25,Kedelai Impor,11567.0,2136.2,3,kg,Kedelai
2026-05-25,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-25,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-25,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-25,Ketimun Sedang,8333.0,2081.7,3,kg,Ketimun
2026-05-25,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-25,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-25,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-25,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-25,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-25,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-25,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-25,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-25,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-25,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-25,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-25,Telur Ayam Ras,26333.0,577.4,3,kg,Telur Ayam
2026-05-25,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-25,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-25,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-25,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-26,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-26,Bawang Merah,48333.0,7637.6,3,kg,Bawang
2026-05-26,Bawang Putih Honan,29667.0,3511.9,3,kg,Bawang
2026-05-26,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-26,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-26,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-26,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-26,Beras SPHP Bulog,12500.0,0.0,2,kg,Beras
2026-05-26,Cabai Merah Besar,61667.0,2886.8,3,kg,Cabai
2026-05-26,Cabai Merah Keriting,53333.0,7637.6,3,kg,Cabai
2026-05-26,Cabai Rawit Hijau,52000.0,7549.8,3,kg,Cabai
2026-05-26,Cabai Rawit Merah,73333.0,2886.8,3,kg,Cabai
2026-05-26,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-26,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-26,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-26,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-26,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-26,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-26,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-26,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-26,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-26,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-26,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-26,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-26,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-26,Kacang Hijau,26000.0,3000.0,3,kg,Kacang-Kacangan
2026-05-26,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-26,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-26,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-26,Kedelai Impor,11567.0,2136.2,3,kg,Kedelai
2026-05-26,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-26,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-26,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-26,Ketimun Sedang,8333.0,2081.7,3,kg,Ketimun
2026-05-26,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-26,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-26,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-26,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-26,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-26,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-26,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-26,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-26,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-26,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-26,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-26,Telur Ayam Ras,26333.0,577.4,3,kg,Telur Ayam
2026-05-26,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-26,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-26,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-26,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-05-29,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2026-05-29,Bawang Merah,49333.0,6027.7,3,kg,Bawang
2026-05-29,Bawang Putih Honan,29667.0,3511.9,3,kg,Bawang
2026-05-29,Bawang Putih Kating,31556.0,1387.8,3,kg,Bawang
2026-05-29,Beras Khusus,19000.0,1414.2,2,kg,Beras
2026-05-29,Beras Medium,13483.0,671.4,3,kg,Beras
2026-05-29,Beras Premium,14825.0,106.1,2,kg,Beras
2026-05-29,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2026-05-29,Cabai Merah Besar,66667.0,5773.5,3,kg,Cabai
2026-05-29,Cabai Merah Keriting,56667.0,5773.5,3,kg,Cabai
2026-05-29,Cabai Rawit Hijau,50333.0,5033.2,3,kg,Cabai
2026-05-29,Cabai Rawit Merah,81667.0,2886.8,3,kg,Cabai
2026-05-29,Daging Ayam Kampung,110000.0,13228.8,3,ekor,Daging Ayam
2026-05-29,Daging Ayam Ras,34000.0,1732.1,3,kg,Daging Ayam
2026-05-29,Daging Sapi Paha Belakang,145000.0,0.0,3,kg,Daging Ruminansia
2026-05-29,Daging Sapi Paha Depan,141667.0,2886.8,3,kg,Daging Ruminansia
2026-05-29,Daging Sapi Sandung Lamur,91111.0,10183.5,3,kg,Daging Ruminansia
2026-05-29,Daging Sapi Tetelan,75000.0,7071.1,2,kg,Daging Ruminansia
2026-05-29,Garam Halus,12333.0,577.4,3,kg,Garam
2026-05-29,Gula Pasir Curah,17333.0,288.7,3,kg,Gula
2026-05-29,Gula Pasir Kemasan,18000.0,866.0,3,kg,Gula
2026-05-29,Ikan Bandeng,38556.0,5315.9,3,kg,Ikan
2026-05-29,Ikan Teri,56667.0,17559.4,3,kg,Ikan
2026-05-29,Ikan Tongkol,39667.0,5686.2,3,kg,Ikan
2026-05-29,Jeruk Lokal,22667.0,4932.9,3,kg,Jeruk
2026-05-29,Kacang Hijau,26000.0,3000.0,3,kg,Kacang-Kacangan
2026-05-29,Kacang Panjang,9333.0,1154.7,3,kg,Kacang Panjang
2026-05-29,Kacang Tanah,35333.0,2516.6,3,kg,Kacang-Kacangan
2026-05-29,Kangkung,7500.0,1802.8,3,kg,Kangkung
2026-05-29,Kedelai Impor,11667.0,2081.7,3,kg,Kedelai
2026-05-29,Kedelai Lokal,13333.0,2309.4,3,kg,Kedelai
2026-05-29,Kentang Sedang,16667.0,577.4,3,kg,Kentang
2026-05-29,Ketela Pohon,6000.0,0.0,3,kg,Ketela Pohon
2026-05-29,Ketimun Sedang,8333.0,2081.7,3,kg,Ketimun
2026-05-29,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2026-05-29,Minyak Goreng Sawit Curah,20111.0,838.9,3,lt,Minyak Sawit
2026-05-29,Minyak Goreng Sawit Kemasan Premium,22000.0,2000.0,3,lt,Minyak Sawit
2026-05-29,Minyakita,15567.0,115.5,3,lt,Minyak Sawit
2026-05-29,Pisang Lokal,20667.0,8144.5,3,kg,Pisang
2026-05-29,Sawi Hijau,12000.0,3464.1,3,kg,Sawi Hijau
2026-05-29,Susu Bubuk,43000.0,,1,400gr,Susu
2026-05-29,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2026-05-29,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2026-05-29,Tahu Putih,10667.0,1527.5,3,kg,Kedelai
2026-05-29,Telur Ayam Kampung,52000.0,7211.1,3,kg,Telur Ayam
2026-05-29,Telur Ayam Ras,26667.0,577.4,3,kg,Telur Ayam
2026-05-29,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2026-05-29,Tepung Terigu,11833.0,288.7,3,kg,Tepung Terigu
2026-05-29,Tomat,15000.0,3000.0,3,kg,Tomat
2026-05-29,Udang Basah,79000.0,3605.6,3,kg,Udang
2026-06-02,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
